Depthm,Salnty,T_degC
0,33.63,18.49
10,33.63,18.49
20,33.63,18.47
30,33.61,18.23
40,33.53,17.16
50,33.52,15.83
75,33.56,13.28
100,33.66,11.32
125,33.74,10.4
150,33.85,9.72
175,33.94,9.1
200,34.06,8.88
225,34.1,8.5
250,34.14,8.27
275,34.28,8.48
300,34.3,8.31
350,34.31,7.78
400,34.35,7.44
450,34.4,7.18
500,34.41,6.81
550,34.42,6.42
600,34.42,6.05
700,34.43,5.23
800,34.46,4.84
900,34.47,4.42
1000,34.5,4.02
0,33.63,18.36
10,33.63,18.35
20,33.59,17.78
30,33.55,16.96
40,33.56,15.73
50,33.57,14.63
75,33.65,12.4
100,33.68,11.38
125,33.77,10.41
150,33.89,9.66
175,34.01,9.23
200,34.06,8.82
225,34.11,8.45
250,34.17,8.27
275,34.17,7.78
300,34.14,7.19
350,34.29,7.38
400,34.28,6.6
450,34.3,6.26
500,34.31,5.97
550,34.34,5.5
600,34.37,5.34
700,34.42,4.94
800,34.46,4.68
900,34.47,4.26
1000,34.5,3.99
0,33.71,19.16
10,33.71,19.08
20,33.71,19.01
30,33.71,18.95
40,33.69,18.33
50,33.65,17.58
75,33.64,14.4
100,33.62,12.78
125,33.65,11.61
150,33.74,10.73
175,33.9,9.88
200,34.04,9.64
225,34.14,9.4
250,34.22,9.19
275,34.23,8.91
300,34.2,8.43
350,34.34,8.55
400,34.25,7.31
450,34.26,6.85
500,34.36,6.77
550,34.35,6.06
600,34.38,5.78
700,34.41,5.17
800,34.45,4.71
900,34.47,4.38
1000,34.5,4.01
0,33.62,18.68
10,33.62,18.68
20,33.63,18.7
30,33.68,18.79
40,33.69,18.82
50,33.69,18.68
75,33.67,15.83
100,33.7,14.48
125,33.64,12.59
150,33.69,11.41
175,33.76,10.28
200,34.03,9.73
225,34.07,9.62
250,34.13,9.5
275,34.13,8.84
300,34.15,8.41
350,34.23,8.08
400,34.31,7.49
450,34.33,7.21
500,34.34,6.72
550,34.35,6.33
600,34.39,5.99
700,34.41,5.23
800,34.44,4.82
900,34.47,4.46
1000,34.49,4.16
0,33.51,15.18
10,33.51,15.13
20,33.48,13.27
30,33.55,12.46
40,33.6,12.09
50,33.6,12.08
0,33.56,16.14
10,33.56,16.08
20,33.55,15.28
30,33.51,14.18
40,33.53,12.63
50,33.57,11.88
75,33.72,10.97
100,33.8,10.51
125,33.91,10.32
150,33.99,9.6
175,34.1,9.63
200,34.04,8.53
225,34.09,7.88
250,34.12,7.79
275,34.13,7.5
300,34.18,7.44
350,34.28,7.47
400,34.29,6.94
450,34.34,6.5
500,34.36,6.1
550,34.37,5.86
600,34.39,5.61
700,34.41,5.09
800,34.45,4.62
900,34.47,4.21
1000,34.5,3.89
0,33.55,16.11
10,33.55,15.38
20,33.54,15.15
30,33.53,13.46
40,33.55,13.08
50,33.57,12.68
75,33.67,11.13
100,33.73,10.51
125,33.82,10.03
150,33.92,9.57
175,34.05,9.02
200,34.12,8.6
225,34.1,7.98
250,34.11,7.69
275,34.16,7.54
300,34.21,7.39
350,34.28,7.1
400,34.3,6.83
450,34.35,6.42
500,34.34,5.95
550,34.38,5.79
600,34.4,5.42
700,34.42,5.07
800,34.46,4.6
900,34.47,4.4
1000,34.5,4.02
0,33.65,18.94
10,33.65,18.93
20,33.65,18.9
30,33.63,18.73
40,33.61,16.23
50,33.5,15.43
75,33.49,14.26
100,33.53,12.63
125,33.79,11.68
150,34.15,11.03
175,34.27,10.91
200,34.3,10.6
225,34.24,9.64
250,34.33,9.36
275,34.32,9.05
300,34.3,8.48
350,34.35,8.28
400,34.36,7.76
450,34.31,6.94
500,34.33,6.42
550,34.35,6.12
600,34.38,5.8
700,34.4,5.31
800,34.46,4.96
900,34.47,4.47
1000,34.5,4.11
0,33.79,20.06
10,33.78,19.63
20,33.77,19.51
30,33.76,19.44
40,33.75,18.58
50,33.67,16.83
75,33.62,13.58
100,33.63,11.75
125,33.84,10.33
150,33.98,9.8
175,34.06,9.45
200,34.11,9.0
225,34.12,8.68
250,34.15,8.1
275,34.22,7.93
300,34.26,7.86
350,34.33,7.64
400,34.36,7.31
450,34.37,6.86
500,34.37,6.44
550,34.37,5.97
600,34.39,5.65
700,34.42,5.17
800,34.45,4.69
900,34.47,4.29
1000,34.5,4.03
0,33.69,19.46
10,33.69,19.46
20,33.69,19.36
30,33.69,19.34
40,33.64,17.83
50,33.57,15.68
75,33.61,12.93
100,33.67,11.23
125,33.93,10.06
150,34.06,9.59
175,34.15,9.43
200,34.1,8.61
225,34.16,8.4
250,34.25,8.36
275,34.39,8.48
300,34.42,8.44
350,34.35,7.48
400,34.35,7.13
450,34.35,6.59
500,34.38,6.43
550,34.4,6.08
600,34.43,5.9
700,34.45,5.34
800,34.47,4.78
900,34.49,4.43
1000,34.51,3.97
0,33.79,19.51
10,33.79,19.51
20,33.79,19.51
30,33.79,19.48
40,33.74,17.93
50,33.56,15.18
75,33.73,11.96
100,33.87,10.24
125,34.07,10.08
150,34.15,9.58
175,34.11,8.85
200,34.24,9.02
225,34.22,8.56
250,34.26,8.33
275,34.26,7.98
300,34.27,7.71
350,34.31,7.34
400,34.35,7.07
450,34.36,6.53
500,34.37,6.21
550,34.4,5.98
600,34.41,5.57
700,34.43,5.02
800,34.46,4.6
900,34.48,4.23
1000,34.51,3.91
0,33.52,15.32
10,33.51,15.19
20,33.51,14.52
30,33.51,13.9
40,33.51,13.44
50,33.53,13.19
0,33.58,16.19
10,33.56,15.89
20,33.5,13.96
30,33.48,13.22
40,33.5,12.51
50,33.6,11.8
75,33.79,11.05
0,33.59,17.28
10,33.59,16.97
20,33.59,16.89
30,33.56,16.48
40,33.52,13.61
50,33.6,13.07
75,33.85,12.3
100,33.7,10.54
125,33.8,9.44
150,34.0,9.3
175,34.11,9.5
200,34.23,9.38
0,33.62,18.38
10,33.62,18.38
20,33.63,18.38
30,33.63,18.38
40,33.54,16.18
50,33.55,14.33
75,33.63,12.66
100,33.71,11.67
125,33.9,11.95
150,33.89,10.81
175,33.9,9.38
200,33.99,8.83
225,34.17,8.66
250,34.23,8.7
275,34.26,8.56
300,34.29,8.35
350,34.36,8.02
400,34.33,7.41
450,34.35,6.8
500,34.36,6.48
550,34.38,6.21
600,34.39,5.78
700,34.42,5.15
0,33.63,19.11
10,33.63,19.11
20,33.63,19.11
30,33.63,19.08
40,33.53,18.01
50,33.51,15.98
75,33.5,13.84
100,33.56,12.63
125,33.67,11.06
150,33.84,10.46
175,34.1,10.15
200,34.17,9.96
225,34.25,9.7
250,34.22,9.06
275,34.21,8.61
300,34.11,7.65
350,34.14,7.19
400,34.2,6.79
450,34.33,6.88
500,34.36,6.7
550,34.35,6.18
600,34.37,5.85
700,34.41,5.25
800,34.45,4.99
900,34.47,4.39
1000,34.5,4.1
0,33.78,19.82
10,33.78,19.82
20,33.78,19.81
30,33.74,19.43
40,33.69,17.08
50,33.61,15.38
75,33.55,13.28
100,33.64,11.73
125,33.78,10.53
150,33.95,9.89
175,34.03,9.31
200,34.07,8.86
225,34.11,8.56
250,34.15,8.32
275,34.2,8.02
300,34.23,7.77
350,34.28,7.4
400,34.3,6.92
450,34.33,6.47
500,34.36,6.25
550,34.39,5.94
600,34.41,5.67
700,34.43,5.14
800,34.46,4.79
900,34.49,4.4
1000,34.51,4.08
0,33.66,19.41
10,33.66,19.41
20,33.66,19.41
30,33.66,19.41
40,33.59,17.48
50,33.57,15.53
75,33.63,12.78
100,33.7,11.43
125,33.86,10.68
150,34.05,9.9
175,34.16,9.73
200,34.24,9.33
225,34.22,8.58
250,34.32,8.84
275,34.38,8.84
300,34.38,8.52
350,34.43,8.28
400,34.43,7.78
450,34.44,7.26
500,34.43,6.85
550,34.42,6.37
600,34.39,5.76
700,34.42,5.23
800,34.48,4.95
900,34.5,4.48
1000,34.52,4.11
0,33.68,19.51
10,33.68,19.51
20,33.68,19.51
30,33.66,18.98
40,33.53,16.4
50,33.47,15.73
75,33.55,14.16
100,33.65,12.5
125,33.78,10.81
150,33.9,9.95
175,34.07,9.5
200,34.15,9.28
225,34.25,8.93
250,34.31,8.9
275,34.31,8.55
300,34.33,8.46
350,34.41,8.16
400,34.41,7.69
450,34.37,6.95
500,34.34,6.31
550,34.36,5.94
600,34.38,5.61
700,34.42,5.0
800,34.45,4.62
900,34.47,4.35
1000,34.49,3.99
0,33.64,18.58
10,33.64,18.58
20,33.64,18.57
30,33.56,16.06
40,33.54,14.47
50,33.58,13.93
75,33.59,12.49
100,33.69,10.99
125,33.86,10.17
150,34.12,10.22
175,34.23,9.97
200,34.29,9.51
0,33.65,18.68
10,33.65,18.68
20,33.65,18.68
30,33.65,18.66
40,33.62,18.52
50,33.58,15.42
75,33.57,12.88
0,33.59,17.6
10,33.59,17.6
20,33.59,17.54
30,33.55,16.96
40,33.53,16.18
50,33.52,14.26
75,33.67,11.8
0,33.66,18.97
10,33.66,18.97
20,33.66,18.97
30,33.66,18.97
40,33.66,18.97
50,33.63,18.85
0,33.73,18.37
10,33.72,18.13
20,33.69,16.58
30,33.65,14.93
40,33.66,13.98
50,33.71,13.59
75,33.81,12.56
100,33.88,12.0
125,33.93,11.06
150,34.14,10.58
175,34.2,10.28
200,34.32,9.86
225,34.3,9.16
250,34.28,8.76
275,34.27,8.33
300,34.3,8.16
350,34.32,7.56
400,34.33,7.02
450,34.34,6.59
500,34.35,6.03
550,34.37,5.77
600,34.39,5.59
700,34.42,5.1
800,34.47,4.57
900,34.49,4.21
1000,34.51,3.85
0,33.77,19.17
10,33.77,19.17
20,33.73,19.03
30,33.65,16.33
40,33.61,14.79
50,33.61,14.21
75,33.77,12.05
100,33.95,11.77
125,34.11,11.37
150,34.25,11.08
175,34.37,10.87
200,34.44,10.44
225,34.44,10.31
250,34.42,9.64
275,34.38,9.27
300,34.36,8.7
350,34.35,8.21
400,34.35,7.53
450,34.36,6.98
500,34.32,6.36
550,34.36,6.01
600,34.39,5.82
700,34.45,5.33
800,34.48,4.89
900,34.49,4.46
1000,34.52,4.13
0,33.76,20.09
10,33.76,20.09
20,33.76,20.09
30,33.76,20.09
40,33.77,18.58
50,33.73,17.45
75,33.69,15.26
100,33.66,12.93
125,33.76,11.9
150,33.85,10.73
175,33.99,10.11
200,34.07,9.67
225,34.16,9.23
250,34.18,8.72
275,34.2,8.26
300,34.23,8.05
350,34.28,7.42
400,34.31,6.95
450,34.37,6.85
500,34.37,6.42
550,34.39,6.09
600,34.41,5.78
700,34.43,5.21
800,34.46,4.74
900,34.48,4.44
1000,34.51,4.05
0,33.74,20.06
10,33.74,20.06
20,33.74,20.06
30,33.73,19.68
40,33.58,16.98
50,33.56,15.85
75,33.55,14.03
100,33.6,12.7
125,33.72,11.23
150,33.86,10.33
175,33.93,9.67
200,34.09,9.39
225,34.12,8.91
250,34.15,8.63
275,34.25,8.56
300,34.18,7.86
350,34.19,7.24
400,34.24,6.9
450,34.29,6.54
500,34.31,6.17
550,34.34,5.88
600,34.4,5.71
700,34.42,5.22
800,34.45,4.76
900,34.47,4.36
1000,34.5,4.03
0,34.0,20.14
10,34.0,20.13
20,34.0,20.09
30,34.0,20.04
40,33.98,18.43
50,33.93,17.7
75,33.89,16.59
100,33.92,15.58
125,33.73,13.8
150,33.76,12.1
175,33.86,10.8
200,33.98,10.19
225,34.14,9.72
250,34.24,9.61
275,34.32,9.42
300,34.35,8.99
350,34.38,8.6
400,34.37,7.89
450,34.29,6.67
500,34.31,6.26
550,34.35,5.94
600,34.37,5.76
700,34.43,5.22
800,34.46,4.83
900,34.47,4.4
1000,34.5,4.04
0,33.67,17.78
10,33.64,17.36
20,33.61,16.19
30,33.62,14.79
40,33.65,14.32
50,33.74,14.09
0,33.78,19.65
10,33.79,19.66
20,33.78,19.48
30,33.64,17.43
40,33.57,14.58
50,33.57,13.66
75,33.81,12.6
100,33.9,11.54
125,34.08,11.28
150,34.18,11.2
175,34.29,11.03
200,34.49,10.85
225,34.5,10.56
250,34.5,10.18
275,34.5,9.88
300,34.43,9.19
350,34.39,8.36
400,34.35,7.46
450,34.43,7.3
500,34.36,6.53
550,34.43,6.41
600,34.43,6.06
700,34.45,5.45
800,34.47,4.96
900,34.49,4.49
1000,34.51,4.16
0,33.74,20.28
10,33.74,20.27
20,33.74,20.13
30,33.73,20.1
40,33.78,17.78
50,33.79,17.23
75,33.77,15.51
100,33.71,13.05
125,33.78,11.26
150,33.94,10.18
175,34.19,10.31
200,34.3,10.21
225,34.35,9.85
250,34.42,9.9
275,34.44,9.67
300,34.45,9.46
350,34.43,8.73
400,34.42,8.19
450,34.41,7.72
500,34.39,7.02
550,34.39,6.63
600,34.41,6.26
700,34.43,5.56
800,34.47,5.07
900,34.48,4.58
1000,34.51,4.17
0,33.75,18.78
10,33.73,18.29
20,33.73,17.78
30,33.77,16.04
40,33.8,15.32
50,33.77,15.02
0,33.82,20.31
10,33.82,20.32
20,33.82,20.32
30,33.73,17.38
40,33.66,15.33
50,33.63,14.69
75,33.64,12.53
100,33.71,10.83
125,33.89,10.23
150,34.0,9.63
175,34.18,9.66
200,34.29,9.58
225,34.35,9.39
250,34.37,8.97
275,34.42,8.72
300,34.43,8.58
350,34.38,7.69
400,34.38,7.1
450,34.41,6.82
500,34.42,6.45
550,34.44,6.17
600,34.46,5.86
700,34.47,5.4
800,34.49,4.84
900,34.49,4.43
1000,34.51,4.07
0,33.83,20.4
10,33.83,20.4
20,33.83,20.41
30,33.83,20.4
40,33.66,17.43
50,33.68,14.07
75,33.74,12.25
100,33.87,11.72
125,33.95,10.06
150,34.1,9.51
175,34.17,9.02
200,34.22,8.91
225,34.36,9.16
250,34.38,8.88
275,34.34,8.33
300,34.34,8.22
350,34.41,7.81
400,34.41,7.44
450,34.36,6.72
500,34.37,6.19
550,34.39,5.8
600,34.44,5.63
700,34.46,5.17
800,34.48,4.75
900,34.5,4.34
1000,34.52,4.07
0,33.81,20.34
10,33.81,20.24
20,33.81,20.21
30,33.78,19.43
40,33.65,15.78
50,33.66,13.56
75,33.74,11.47
100,33.92,10.7
125,34.0,9.92
150,34.09,9.42
175,34.28,9.89
200,34.31,9.43
225,34.32,9.22
250,34.33,8.94
275,34.36,8.8
300,34.39,8.53
350,34.41,8.11
400,34.39,7.46
450,34.38,6.91
500,34.35,6.27
550,34.4,6.12
600,34.42,5.77
700,34.44,5.21
800,34.46,4.77
900,34.47,4.45
1000,34.5,4.08
0,34.21,20.93
10,34.21,20.85
20,34.2,20.66
30,34.02,18.07
40,33.79,15.63
50,33.77,14.71
0,34.13,20.71
10,34.13,20.66
20,33.76,17.48
30,33.74,15.79
40,33.76,15.13
50,33.74,14.33
0,33.85,20.77
10,33.85,20.77
20,33.85,20.77
30,33.8,19.43
40,33.74,16.63
50,33.69,16.03
75,33.62,14.35
100,33.61,12.18
125,33.8,10.58
150,33.94,9.9
175,34.05,9.82
200,34.14,9.36
225,34.2,9.04
250,34.29,8.93
275,34.31,8.56
300,34.32,8.15
350,34.4,7.96
400,34.4,7.47
450,34.41,7.06
500,34.42,6.65
550,34.46,6.37
600,34.47,6.02
700,34.47,5.38
800,34.49,4.98
900,34.5,4.57
1000,34.52,4.08
0,33.86,21.05
10,33.86,21.05
20,33.86,21.05
30,33.86,21.03
40,33.85,19.43
50,33.84,18.08
75,33.77,16.13
100,33.65,13.71
125,33.7,12.08
150,33.93,11.01
175,34.1,10.38
200,34.25,10.01
225,34.34,9.85
250,34.37,9.52
275,34.4,9.19
300,34.4,8.91
350,34.4,8.43
400,34.36,7.47
450,34.41,7.25
500,34.39,6.65
550,34.42,6.35
600,34.42,6.01
700,34.44,5.45
800,34.48,4.98
900,34.49,4.53
1000,34.51,4.18
0,33.91,21.21
10,33.91,21.17
20,33.91,21.15
30,33.92,20.28
40,33.92,19.13
50,33.91,17.98
75,33.83,16.13
100,33.7,14.28
125,33.73,11.93
150,33.85,10.95
175,34.18,10.98
200,34.18,9.96
225,34.27,9.82
250,34.38,9.81
275,34.39,9.49
300,34.39,9.22
350,34.49,8.93
400,34.5,8.48
450,34.49,7.94
500,34.42,7.18
550,34.43,6.7
600,34.44,6.32
700,34.44,5.58
800,34.47,4.98
900,34.49,4.51
1000,34.51,4.16
0,34.68,24.72
10,34.69,24.71
20,34.37,20.82
30,34.21,19.09
40,34.12,18.05
50,34.04,16.44
75,34.23,15.23
0,34.21,23.26
10,34.21,23.26
20,34.1,18.93
30,33.98,16.49
40,34.04,14.68
50,34.44,15.53
75,34.65,15.23
100,34.25,12.21
125,34.38,12.2
150,34.47,12.13
175,34.56,11.76
0,34.15,23.26
10,34.15,23.09
20,34.07,22.53
30,33.77,16.28
40,33.77,13.53
50,33.86,12.69
75,34.05,12.37
100,34.27,12.24
125,34.42,12.22
150,34.55,12.11
175,34.45,10.95
200,34.57,10.89
225,34.56,10.51
250,34.57,10.16
275,34.55,9.76
300,34.54,9.56
350,34.52,9.11
400,34.5,8.3
450,34.49,7.64
500,34.5,7.23
550,34.48,6.69
600,34.48,6.14
700,34.49,5.53
800,34.5,4.91
900,34.51,4.48
1000,34.53,4.14
0,33.82,21.25
10,33.82,21.25
20,33.78,20.27
30,33.72,18.23
40,33.7,17.23
50,33.69,15.78
75,33.73,14.31
100,34.07,12.98
125,34.4,12.95
150,34.31,10.98
175,34.44,11.14
200,34.35,10.11
225,34.37,9.63
250,34.39,9.42
275,34.47,9.63
300,34.42,9.09
350,34.43,8.49
400,34.47,8.09
450,34.42,7.27
500,34.43,6.84
550,34.44,6.48
600,34.46,6.12
700,34.46,5.5
800,34.49,4.94
900,34.5,4.51
1000,34.52,4.19
0,33.83,21.44
10,33.83,21.44
20,33.82,21.33
30,33.74,18.68
40,33.74,16.98
50,33.73,16.43
75,33.75,15.16
100,34.05,13.43
125,34.29,13.41
150,34.41,12.65
175,34.2,10.75
200,34.51,11.38
225,34.64,11.27
250,34.65,10.95
275,34.62,10.49
300,34.48,9.53
350,34.53,9.01
400,34.5,8.35
450,34.49,7.7
500,34.47,7.15
550,34.46,6.62
600,34.46,6.17
700,34.47,5.59
800,34.5,5.07
900,34.52,4.75
1000,34.52,4.23
0,34.8,25.18
10,34.8,25.18
20,34.33,20.43
30,34.24,19.4
40,34.19,18.57
50,34.12,16.97
0,33.98,22.49
10,34.04,22.03
20,34.16,19.51
30,34.19,17.77
40,34.09,16.03
50,34.09,14.89
75,34.16,13.72
100,34.35,13.23
125,34.44,12.25
150,34.53,12.2
175,34.62,12.11
200,34.65,11.89
0,34.68,24.8
10,34.52,24.28
20,34.44,23.68
30,33.96,18.03
40,33.95,15.68
50,33.96,14.68
75,34.11,13.33
100,34.54,13.43
125,34.67,12.96
150,34.71,12.17
175,34.72,11.91
200,34.72,11.49
225,34.73,11.23
250,34.72,11.03
275,34.71,10.85
300,34.69,10.61
350,34.66,10.14
400,34.57,9.2
450,34.51,8.22
500,34.49,7.36
550,34.49,6.8
600,34.5,6.45
700,34.48,5.63
800,34.5,5.06
900,34.5,4.59
1000,34.53,4.19
0,34.09,22.96
10,34.09,22.96
20,34.09,22.96
30,33.95,18.83
40,33.85,13.53
50,33.85,12.68
75,33.92,11.56
100,34.14,10.95
125,34.31,10.88
150,34.47,10.76
175,34.48,10.44
200,34.46,9.73
225,34.45,9.46
250,34.46,9.25
275,34.48,9.06
300,34.5,9.05
350,34.46,8.21
400,34.5,7.9
450,34.45,7.07
500,34.44,6.6
550,34.45,6.13
600,34.47,5.96
700,34.52,5.59
800,34.51,5.02
900,34.52,4.63
1000,34.54,4.23
0,33.86,21.67
10,33.86,21.67
20,33.84,21.22
30,33.77,20.05
40,33.78,17.4
50,33.76,16.58
75,33.67,14.63
100,33.99,13.31
125,33.87,11.22
150,34.04,10.57
175,34.33,10.58
200,34.46,10.45
225,34.51,10.23
250,34.57,10.08
275,34.56,9.82
300,34.55,9.51
350,34.54,9.02
400,34.56,8.59
450,34.54,7.91
500,34.49,7.29
550,34.49,6.89
600,34.49,6.42
700,34.49,5.71
800,34.51,5.2
900,34.52,4.79
1000,34.53,4.38
0,33.51,11.52
10,33.52,11.43
20,33.54,11.33
30,33.55,11.12
40,33.6,10.64
50,33.71,9.93
75,33.84,9.18
0,33.4,11.62
10,33.43,11.58
20,33.5,11.51
30,33.56,11.4
40,33.58,10.81
50,33.67,9.91
75,33.74,8.94
100,33.9,8.52
125,33.96,8.16
150,34.0,7.9
175,34.02,7.7
200,34.06,7.53
225,34.08,7.33
250,34.09,7.14
275,34.1,6.95
300,34.12,6.83
350,34.14,6.34
400,34.2,6.08
450,34.24,5.87
500,34.24,5.44
550,34.26,5.26
600,34.3,5.06
700,34.36,4.76
800,34.39,4.44
900,34.42,4.1
1000,34.46,3.78
0,33.04,12.51
10,33.05,12.11
20,33.05,12.09
30,33.06,12.09
40,33.06,12.07
50,33.1,11.7
75,33.47,9.81
100,33.65,8.52
125,33.75,8.12
150,33.9,7.87
175,33.94,7.64
200,33.96,7.37
225,33.98,7.04
250,33.99,6.7
275,34.02,6.6
300,34.03,6.32
350,34.06,6.0
400,34.05,5.28
450,34.09,5.01
500,34.16,4.95
550,34.18,4.79
600,34.25,4.68
700,34.35,4.63
800,34.37,4.13
900,34.43,4.0
1000,34.46,3.72
0,33.21,11.55
10,33.31,11.43
20,33.5,11.34
30,33.62,10.84
40,33.67,10.16
50,33.7,9.98
67,33.76,9.77
0,33.58,11.51
10,33.58,11.35
20,33.58,11.13
30,33.58,10.98
40,33.65,10.27
50,33.71,9.93
75,33.75,9.67
100,33.85,9.2
125,33.95,8.71
150,33.99,8.44
175,34.03,8.24
200,34.04,8.12
225,34.07,7.75
250,34.12,7.14
0,33.55,11.8
10,33.55,11.8
20,33.55,11.66
30,33.55,11.35
40,33.57,11.06
50,33.59,10.41
75,33.77,9.12
100,33.87,8.63
125,33.93,8.46
150,34.01,8.32
175,34.02,7.92
200,34.09,7.94
225,34.05,7.38
250,34.11,7.37
275,34.14,7.26
300,34.16,7.14
350,34.1,6.27
400,34.18,6.14
450,34.21,5.92
500,34.25,5.67
550,34.22,5.23
600,34.24,5.03
700,34.32,4.7
800,34.39,4.42
900,34.43,4.01
1000,34.46,3.8
0,33.33,13.48
10,33.33,13.46
20,33.33,13.46
30,33.33,13.46
40,33.34,13.46
50,33.28,13.11
75,33.36,10.34
100,33.61,9.19
125,33.86,8.83
150,33.92,8.41
175,33.98,8.05
200,34.02,7.71
225,34.0,7.26
250,34.04,7.04
275,34.05,6.77
300,34.06,6.57
350,34.13,6.33
400,34.17,6.08
450,34.19,5.72
500,34.21,5.43
550,34.26,5.29
600,34.28,5.11
700,34.35,4.78
800,34.39,4.42
900,34.42,4.08
1000,34.45,3.83
0,33.57,13.35
10,33.56,13.2
20,33.5,12.33
30,33.51,11.85
40,33.53,10.36
50,33.71,9.84
75,33.79,9.35
0,33.56,14.01
10,33.56,13.81
20,33.56,13.61
30,33.55,12.66
40,33.53,12.33
50,33.52,12.01
75,33.55,10.16
100,33.79,9.64
125,33.94,9.12
150,33.97,8.84
175,34.02,8.49
200,34.04,8.14
225,34.08,7.9
250,34.09,7.54
275,34.1,7.33
300,34.1,7.13
350,34.14,6.77
400,34.14,6.11
450,34.15,5.91
500,34.18,5.47
550,34.22,5.36
600,34.3,5.22
700,34.35,4.78
800,34.39,4.45
900,34.42,4.14
1000,34.46,3.85
0,33.57,13.98
10,33.57,13.97
20,33.57,13.96
30,33.56,13.92
40,33.49,12.91
50,33.46,11.66
75,33.62,10.18
100,33.76,9.17
125,33.9,8.63
150,33.97,8.27
175,33.99,7.92
200,34.03,7.61
225,34.06,7.43
250,34.07,7.25
275,34.1,7.09
300,34.15,7.05
350,34.19,6.73
400,34.23,6.52
450,34.24,6.11
500,34.26,5.83
550,34.27,5.46
600,34.3,5.16
700,34.34,4.7
800,34.39,4.39
900,34.42,4.04
1000,34.45,3.78
0,33.59,13.93
10,33.59,13.93
20,33.59,13.93
30,33.59,13.93
40,33.59,13.93
50,33.59,11.86
75,33.73,9.69
100,33.83,9.21
125,33.9,8.69
150,33.96,8.37
175,34.01,8.04
200,34.02,7.69
225,34.05,7.49
250,34.03,7.05
275,34.04,6.75
300,34.07,6.61
350,34.1,6.2
400,34.14,5.98
450,34.21,5.9
500,34.23,5.65
550,34.25,5.2
600,34.29,4.95
700,34.36,4.76
800,34.38,4.33
900,34.42,3.99
1000,34.45,3.77
0,33.62,10.98
10,33.62,10.94
20,33.64,10.68
30,33.64,10.66
40,33.7,10.23
50,33.76,10.04
75,33.82,9.84
100,33.89,9.37
125,33.97,9.02
150,33.99,8.87
175,34.01,8.6
200,34.01,8.33
225,34.02,7.57
250,34.03,7.44
275,34.08,7.32
300,34.08,7.09
350,34.09,6.52
400,34.13,6.23
450,34.17,5.96
500,34.21,5.64
550,34.21,5.28
600,34.29,5.29
700,34.35,4.79
800,34.39,4.52
900,34.42,4.28
0,33.57,11.64
10,33.57,11.64
20,33.57,11.64
30,33.57,11.64
40,33.57,11.62
50,33.57,11.58
75,33.72,10.02
100,33.82,9.35
125,33.89,8.97
150,33.96,8.46
175,33.98,8.23
200,34.01,7.85
225,34.08,7.84
250,34.09,7.67
275,34.11,7.62
300,34.12,7.37
350,34.16,7.0
400,34.18,6.57
450,34.22,6.19
500,34.25,5.92
550,34.26,5.65
600,34.27,5.32
700,34.35,4.89
800,34.37,4.47
900,34.42,4.15
1000,34.47,3.92
0,33.51,13.78
10,33.51,13.78
20,33.51,13.78
30,33.51,13.78
40,33.53,13.72
50,33.55,13.68
75,33.62,10.8
100,33.71,10.09
125,33.81,9.55
150,33.91,9.09
175,33.97,8.85
200,34.01,8.59
225,34.02,8.39
250,34.07,8.03
275,34.1,7.86
300,34.11,7.54
350,34.16,7.11
400,34.2,6.74
450,34.22,6.35
500,34.24,5.98
550,34.25,5.82
600,34.28,5.53
700,34.35,5.08
800,34.38,4.73
900,34.39,4.2
1000,34.45,3.9
0,33.41,14.72
10,33.41,14.72
20,33.41,14.72
30,33.4,14.58
40,33.43,14.27
50,33.45,14.05
75,33.37,10.86
100,33.63,9.34
125,33.73,8.85
150,33.87,8.79
175,33.95,8.22
200,33.97,7.92
225,34.03,7.57
250,34.05,7.25
275,34.05,6.97
300,34.05,6.81
350,34.07,6.29
400,34.21,6.45
450,34.24,6.07
500,34.26,5.82
550,34.28,5.48
600,34.32,5.28
700,34.36,4.92
800,34.4,4.51
900,34.44,4.18
1000,34.47,3.84
0,33.47,15.09
10,33.47,15.08
20,33.48,14.73
30,33.49,14.69
40,33.48,14.3
50,33.43,11.96
75,33.57,9.86
100,33.71,8.78
125,33.91,8.58
150,33.97,8.11
175,33.98,7.86
200,33.97,7.24
225,33.99,6.94
250,34.07,7.01
275,34.03,6.5
300,33.98,5.88
350,34.01,5.45
400,34.18,5.74
450,34.21,5.47
500,34.24,5.3
550,34.26,5.02
600,34.33,4.99
700,34.38,4.6
800,34.4,4.18
900,34.44,3.87
1000,34.48,3.64
0,33.49,12.33
10,33.49,12.33
20,33.49,12.33
30,33.49,12.31
40,33.5,12.04
50,33.51,11.61
75,33.62,10.34
100,33.76,9.65
125,33.83,9.42
150,33.88,8.88
175,33.96,8.74
200,34.03,8.5
225,34.05,8.33
250,34.08,8.04
275,34.09,7.79
300,34.13,7.47
350,34.15,7.09
400,34.18,6.79
450,34.18,6.23
500,34.22,5.95
550,34.26,5.63
600,34.29,5.34
0,33.48,13.59
10,33.48,13.59
20,33.48,13.58
30,33.48,13.57
40,33.48,13.11
50,33.48,12.56
75,33.46,10.43
100,33.68,9.55
125,33.87,8.93
150,33.95,8.72
175,33.98,8.38
200,34.03,8.3
225,34.05,7.88
250,34.08,7.59
275,34.06,7.09
300,34.08,6.89
350,34.1,6.39
400,34.12,6.05
450,34.15,5.72
500,34.21,5.45
550,34.24,5.21
600,34.28,5.02
